iter	MultiClass
1510	0.1648750398
1511	0.1648642597
1512	0.1648547627
1513	0.1648448859
1514	0.1648360368
1515	0.1648238817
1516	0.1648147105
1517	0.1647805376
1518	0.1647598356
1519	0.1647346125
1520	0.1647134736
1521	0.1647001666
1522	0.164688118
1523	0.1646766876
1524	0.1646723087
1525	0.1646607116
1526	0.1646419117
1527	0.1646294208
1528	0.1646045627
1529	0.1645997085
1530	0.1645861663
1531	0.1645650207
1532	0.1645574622
1533	0.1645494256
1534	0.1645378925
1535	0.1645246089
1536	0.1645178105
1537	0.1645104641
1538	0.1644822444
1539	0.1644652046
1540	0.1644388273
1541	0.1644257986
1542	0.1644174533
1543	0.1644070657
1544	0.1644029374
1545	0.1643742766
1546	0.1643556807
1547	0.1643375437
1548	0.1643185872
1549	0.1643036546
1550	0.1642975112
1551	0.1642879342
1552	0.1642765806
1553	0.1642541878
1554	0.1642412004
1555	0.1642289302
1556	0.1642103192
1557	0.1641856573
1558	0.1641753529
1559	0.1641643446
1560	0.1641532719
1561	0.1641298086
1562	0.1641154847
1563	0.1640856355
1564	0.1640643838
1565	0.1640568602
1566	0.1640517659
1567	0.1640389211
1568	0.1640294838
1569	0.1640221537
1570	0.1640204523
1571	0.164007972
1572	0.163993979
1573	0.1639781634
1574	0.1639701727
1575	0.1639579828
1576	0.1639319904
1577	0.1639141447
1578	0.163903933
1579	0.163872567
1580	0.1638552446
1581	0.1638480362
1582	0.1638213658
1583	0.1638047246
1584	0.163797456
1585	0.1637859973
1586	0.1637786242
1587	0.1637620336
1588	0.1637551615
1589	0.1637442446
1590	0.1637337432
1591	0.1637243023
1592	0.1637134547
1593	0.1637101452
1594	0.163701742
1595	0.1636949375
1596	0.1636927121
1597	0.1636752959
1598	0.1636659572
1599	0.1636603684
1600	0.1636505384
1601	0.1636390646
1602	0.16363026
1603	0.1636250907
1604	0.1636146555
1605	0.1636009963
1606	0.16359458
1607	0.1635648072
1608	0.1635477428
1609	0.1635166766
1610	0.1635085648
1611	0.163499124
1612	0.1634920573
1613	0.1634647802
1614	0.163458782
1615	0.1634469372
1616	0.1634314214
1617	0.1634063137
1618	0.1633977621
1619	0.1633894786
1620	0.1633808657
1621	0.1633752362
1622	0.1633544562
1623	0.1633461171
1624	0.1633346223
1625	0.163326391
1626	0.1633120838
1627	0.1632956936
1628	0.1632847733
1629	0.1632667403
1630	0.1632578687
1631	0.1632556397
1632	0.1632446732
1633	0.1632275922
1634	0.1632219625
1635	0.1632022278
1636	0.1631740475
1637	0.1631577719
1638	0.1631410247
1639	0.1631321385
1640	0.1631260441
1641	0.1631073812
1642	0.1630828959
1643	0.163060943
1644	0.1630512455
1645	0.1630435163
1646	0.1630378252
1647	0.1630328633
1648	0.1630234172
1649	0.1630121207
1650	0.1629875359
1651	0.1629568666
1652	0.1629426489
1653	0.1629112042
1654	0.1629061056
1655	0.162890312
1656	0.1628820255
1657	0.1628770016
1658	0.1628689636
1659	0.1628381639
1660	0.1628120692
1661	0.1627994468
1662	0.1627762408
1663	0.1627653407
1664	0.162753214
1665	0.1627472415
1666	0.1627373376
1667	0.1627283887
1668	0.1627141637
1669	0.1626980722
1670	0.1626920906
1671	0.1626863459
1672	0.1626766039
1673	0.1626657369
1674	0.162653442
1675	0.1626283998
1676	0.1626260632
1677	0.1625931958
1678	0.1625766108
1679	0.1625684685
1680	0.1625542477
1681	0.1625439747
1682	0.1625388433
1683	0.1625153636
1684	0.1625068392
1685	0.1624943896
1686	0.1624693745
1687	0.1624612473
1688	0.1624361691
1689	0.162415977
1690	0.1624127971
1691	0.1624000884
1692	0.1623849525
1693	0.1623745883
1694	0.1623571185
1695	0.1623336532
1696	0.1623277993
1697	0.1623087377
1698	0.1623004508
1699	0.1622929901
1700	0.1622866226
1701	0.1622712257
1702	0.1622666501
1703	0.1622599741
1704	0.1622544214
1705	0.1622491986
1706	0.1622391089
1707	0.1622275764
1708	0.1622153589
1709	0.1622094907
1710	0.1622050964
1711	0.1621986882
1712	0.1621903809
1713	0.1621820144
1714	0.162158885
1715	0.1621446478
1716	0.162132276
1717	0.1621200057
1718	0.1621139
1719	0.1621104697
1720	0.1620893117
1721	0.1620816396
1722	0.1620625695
1723	0.1620480207
1724	0.1620393471
1725	0.1620338921
1726	0.1620122289
1727	0.1620006819
1728	0.1619925097
1729	0.1619806589
1730	0.1619767593
1731	0.1619464024
1732	0.1619316324
1733	0.1619251414
1734	0.161906879
1735	0.1618998617
1736	0.1618918476
1737	0.1618866227
1738	0.161866509
1739	0.1618609296
1740	0.1618447822
1741	0.1618136408
1742	0.1617909309
1743	0.161780655
1744	0.1617731697
1745	0.1617573016
1746	0.1617535684
1747	0.1617458088
1748	0.1617425927
1749	0.1617202571
1750	0.1617127293
1751	0.161693881
1752	0.1616839446
1753	0.1616617441
1754	0.1616488573
1755	0.1616469002
1756	0.1616373337
1757	0.1616254883
1758	0.1616161476
1759	0.1616095913
1760	0.1616053101
1761	0.1615844243
1762	0.161578882
1763	0.1615763363
1764	0.1615670382
1765	0.1615629513
1766	0.1615575292
1767	0.1615380532
1768	0.1615306138
1769	0.1615137104
1770	0.1615028122
1771	0.1614914946
1772	0.1614832254
1773	0.1614785236
1774	0.1614747561
1775	0.1614567665
1776	0.1614488389
1777	0.1614361009
1778	0.1614223439
1779	0.1613981758
1780	0.1613834979
1781	0.1613639137
1782	0.1613432253
1783	0.161338673
1784	0.1613354497
1785	0.1613268972
1786	0.1613222809
1787	0.1613128423
1788	0.1612977615
1789	0.1612882465
1790	0.1612659401
1791	0.1612572661
1792	0.1612361515
1793	0.1612342784
1794	0.1612266033
1795	0.1612088453
1796	0.1612014567
1797	0.1611931683
1798	0.1611771361
1799	0.1611720447
1800	0.1611631329
1801	0.1611576103
1802	0.1611502559
1803	0.1611318836
1804	0.1611110629
1805	0.1611069062
1806	0.1610993251
1807	0.1610921784
1808	0.1610786677
1809	0.1610674176
1810	0.161055983
1811	0.1610441396
1812	0.1610367017
1813	0.1610099614
1814	0.1610062983
1815	0.1609988483
1816	0.1609910832
1817	0.1609869889
1818	0.1609805606
1819	0.1609726752
1820	0.1609528535
1821	0.1609428598
1822	0.1609295384
1823	0.1609236677
1824	0.16091739
1825	0.1609118758
1826	0.1609042021
1827	0.1608945851
1828	0.1608844441
1829	0.1608783434
1830	0.1608679724
1831	0.1608616646
1832	0.1608505396
1833	0.1608396904
1834	0.1608333395
1835	0.1608094392
1836	0.1608018683
1837	0.1607891649
1838	0.1607832104
1839	0.1607765261
1840	0.1607468652
1841	0.1607233269
1842	0.1606973598
1843	0.1606905772
1844	0.1606836402
1845	0.1606704985
1846	0.1606555584
1847	0.1606443477
1848	0.1606195462
1849	0.1606072284
1850	0.1605834351
1851	0.1605622152
1852	0.1605429734
1853	0.1605349578
1854	0.1605162282
1855	0.1605015406
1856	0.1604925231
1857	0.1604814819
1858	0.1604502399
1859	0.1604376475
1860	0.1604270782
1861	0.1604151884
1862	0.1604005074
1863	0.1603950633
1864	0.1603739981
1865	0.1603625922
1866	0.1603493625
1867	0.160340132
1868	0.1603261929
1869	0.1603208677
1870	0.1603065411
1871	0.1602991528
1872	0.1602890853
1873	0.1602847145
1874	0.1602621327
1875	0.1602522266
1876	0.1602470871
1877	0.1602389349
1878	0.1602244093
1879	0.1602178908
1880	0.160207384
1881	0.1602029825
1882	0.1601886943
1883	0.1601789034
1884	0.1601709431
1885	0.1601653612
1886	0.1601604237
1887	0.1601563969
1888	0.160151223
1889	0.1601357364
1890	0.1601246616
1891	0.1601149469
1892	0.1601089417
1893	0.1600794894
1894	0.1600704443
1895	0.1600655162
1896	0.16005136
1897	0.1600422823
1898	0.1600363921
1899	0.1600173584
1900	0.1600095387
1901	0.1600026861
1902	0.1599891913
1903	0.1599798025
1904	0.1599633734
1905	0.1599560868
1906	0.1599519395
1907	0.1599481766
1908	0.1599393144
1909	0.1599342322
1910	0.1599194032
1911	0.1599138886
1912	0.1598957947
1913	0.1598736772
1914	0.1598614488
1915	0.1598556231
1916	0.159851931
1917	0.159831076
1918	0.1598031993
1919	0.1597965131
1920	0.1597813965
1921	0.1597707421
1922	0.159755733
1923	0.1597285548
1924	0.1597098605
1925	0.1596916503
1926	0.1596757337
1927	0.1596682585
1928	0.159661344
1929	0.1596466197
1930	0.1596360376
1931	0.1596307438
1932	0.1596131832
1933	0.1596008265
1934	0.1595881847
1935	0.1595821942
1936	0.1595594404
1937	0.1595485604
1938	0.1595223319
1939	0.1595002249
1940	0.1594869681
1941	0.1594739916
1942	0.159456632
1943	0.1594443143
1944	0.1594373023
1945	0.1594329194
1946	0.1594220511
1947	0.1594187118
1948	0.1594099366
1949	0.1593988714
1950	0.1593745124
1951	0.1593599771
1952	0.1593506887
1953	0.1593313228
1954	0.1593225294
1955	0.1593137746
1956	0.1593007206
1957	0.1592744982
1958	0.1592518798
1959	0.1592413926
1960	0.1592262996
1961	0.1592139537
1962	0.1591888476
1963	0.1591856856
1964	0.1591743232
1965	0.1591607564
1966	0.1591561141
1967	0.1591458787
1968	0.1591405286
1969	0.159127399
1970	0.1591244437
1971	0.1591055259
1972	0.1590889818
1973	0.159069766
1974	0.1590572376
1975	0.1590463452
1976	0.1590292338
1977	0.1590249114
1978	0.1590057193
1979	0.158991111
1980	0.1589703484
1981	0.1589416707
1982	0.1589351102
1983	0.1589316125
1984	0.1589114691
1985	0.158891139
1986	0.1588805081
1987	0.1588639509
1988	0.1588554634
1989	0.1588453742
1990	0.1588344367
1991	0.1588206017
1992	0.1588127964
1993	0.1587914448
1994	0.158780716
1995	0.158775498
1996	0.1587680457
1997	0.1587517946
1998	0.1587425234
1999	0.158726162
