iter	MultiClass
164	0.2053126192
165	0.2051426619
166	0.2050490953
167	0.2049544912
168	0.2048441419
169	0.2047625466
170	0.2046886038
171	0.2044677145
172	0.2043760889
173	0.2042688338
174	0.2041758551
175	0.2041101314
176	0.2039390617
177	0.2038434592
178	0.2038042824
179	0.2037354827
180	0.2036002362
181	0.2035169365
182	0.2034657254
183	0.2033718785
184	0.2033056037
185	0.203152825
186	0.2030711552
187	0.2029783893
188	0.2029098581
189	0.2027939918
190	0.2027046043
191	0.2025047375
192	0.2024098985
193	0.2023348417
194	0.2023008958
195	0.202223554
196	0.2021438401
197	0.202063225
198	0.2019949413
199	0.2019315291
200	0.2018743653
201	0.2018198227
202	0.2017614887
203	0.2016554605
204	0.2015734381
205	0.2014535106
206	0.2012754558
207	0.2010779475
208	0.2010206886
209	0.2009603728
210	0.2008522617
211	0.2007825194
212	0.2007342463
213	0.2006595765
214	0.200605164
215	0.2005275494
216	0.2004942079
217	0.2004404709
218	0.2003871295
219	0.2002819773
220	0.2001242111
221	0.2000551336
222	0.2000204212
223	0.1999678061
224	0.1997947154
225	0.1997459419
226	0.1996901319
227	0.1996544872
228	0.1994947721
229	0.1994648412
230	0.1993227687
231	0.1992768337
232	0.1992398372
233	0.199202811
234	0.1990337306
235	0.1989819015
236	0.1989294837
237	0.1988921277
238	0.1987327962
239	0.1987086709
240	0.198629157
241	0.1985937821
242	0.1984662403
243	0.198394722
244	0.1983126515
245	0.1981754813
246	0.1980818045
247	0.1979493588
248	0.1979156481
249	0.1978706765
250	0.1978064494
251	0.1977649831
252	0.1976196598
253	0.1975675142
254	0.1974829772
255	0.1974509062
256	0.1974080445
257	0.1973951525
258	0.1973029253
259	0.1972301542
260	0.1970949787
261	0.1969345644
262	0.1969092611
263	0.1968162023
264	0.1966829426
265	0.196591567
266	0.1965509186
267	0.1964537901
268	0.1964072879
269	0.196292032
270	0.1962493341
271	0.1962096128
272	0.1961584221
273	0.1960742555
274	0.1960537921
275	0.1959580465
276	0.1959391058
277	0.1958223132
278	0.1957925971
279	0.1957622224
280	0.195732419
281	0.1957135928
282	0.195660205
283	0.1956510845
284	0.1956324849
285	0.1955221821
286	0.1954704795
287	0.1954560661
288	0.1954313085
289	0.1954049339
290	0.195311654
291	0.1952659139
292	0.1952150752
293	0.1951149139
294	0.1951033024
295	0.1950194132
296	0.1949745603
297	0.1949351496
298	0.1948051777
299	0.1947256807
300	0.1947068983
301	0.1945988182
302	0.1945063661
303	0.1944642547
304	0.1944325861
305	0.1943461687
306	0.1943071062
307	0.1942499774
308	0.1941570407
309	0.194130929
310	0.1940308207
311	0.1940034368
312	0.1938757913
313	0.1938331378
314	0.1938084459
315	0.1937819925
316	0.193670284
317	0.1936477678
318	0.1936324667
319	0.1936137883
320	0.1935994872
321	0.1934456642
322	0.1933225959
323	0.1932409022
324	0.193176043
325	0.1931596677
326	0.1931330581
327	0.1930626117
328	0.1930152742
329	0.1929535696
330	0.1929321065
331	0.1928277622
332	0.1927434325
333	0.1927189856
334	0.1926184799
335	0.1925870863
336	0.192568653
337	0.1925532659
338	0.1925285499
339	0.1925019434
340	0.1924406402
341	0.1923402896
342	0.1922798032
343	0.1921693525
344	0.1921371265
345	0.1921250276
346	0.1920879903
347	0.1919733053
348	0.191876083
349	0.1918584325
350	0.1917509824
351	0.1916623722
352	0.1915818064
353	0.1915450225
354	0.1915299798
355	0.1914968856
356	0.1914244765
357	0.1913446303
358	0.1913253518
359	0.1912907947
360	0.1912215473
361	0.1911454332
362	0.1910878523
363	0.1909774068
364	0.1909497335
365	0.1909216284
366	0.1908437268
367	0.1908218602
368	0.1907125725
369	0.190655952
370	0.1906188745
371	0.1905904486
372	0.1905740716
373	0.1905511939
374	0.1905206957
375	0.1904407846
376	0.1903461985
377	0.1903228216
378	0.1903121577
379	0.1902309606
380	0.1901868166
381	0.1901482286
382	0.1901248603
383	0.1901057737
384	0.1900830006
385	0.1900555559
386	0.1900036328
387	0.1899878823
388	0.189915448
389	0.1899025672
390	0.1898234158
391	0.1898036868
392	0.1897666177
393	0.1896891921
394	0.1896306548
395	0.1895386117
396	0.1894704017
397	0.1894595476
398	0.1894322666
399	0.1894054865
400	0.1893334509
401	0.1893024589
402	0.1892292107
403	0.189201233
404	0.189129621
405	0.1890649356
406	0.1890488921
407	0.1889459994
408	0.1888876717
409	0.1888256388
410	0.1888115039
411	0.188763857
412	0.1887422643
413	0.1887237913
414	0.188674057
415	0.1886400571
416	0.1885532117
417	0.1885139271
418	0.1884955937
419	0.1884354215
420	0.1884135675
421	0.1883719703
422	0.1882814555
423	0.1882023586
424	0.1881900816
425	0.1881326202
426	0.188121012
427	0.1880942143
428	0.1880821825
429	0.1879861697
430	0.187966367
431	0.1879540721
432	0.1879403997
433	0.1879195275
434	0.1878794564
435	0.1878194112
436	0.187746554
437	0.1877203811
438	0.187691865
439	0.1876850048
440	0.18763087
441	0.187625399
442	0.1875550769
443	0.1875405854
444	0.1874460784
445	0.1874389908
446	0.1873852481
447	0.1873472662
448	0.1872715736
449	0.1872525333
450	0.1872030414
451	0.1871623958
452	0.187144076
453	0.1871019306
454	0.1870864881
455	0.1870445123
456	0.1869823357
457	0.1869049182
458	0.1868929782
459	0.1868622292
460	0.1867998961
461	0.1867603026
462	0.1867125761
463	0.1866750146
464	0.1866269123
465	0.186603236
466	0.1865974227
467	0.1865832323
468	0.186566126
469	0.1864838591
470	0.1864317024
471	0.1864007215
472	0.1863889571
473	0.1863716353
474	0.1863511767
475	0.1862938861
476	0.1862911628
477	0.1862792356
478	0.1862627611
479	0.1862382347
480	0.1862296562
481	0.1862046973
482	0.1861905456
483	0.1861484035
484	0.1860806321
485	0.1860095425
486	0.1859860333
487	0.1859544355
488	0.1859102866
489	0.1858365328
490	0.1858134138
491	0.1858013083
492	0.1857794828
493	0.1857647339
494	0.1857118899
495	0.1856710988
496	0.1856012979
497	0.1855387832
498	0.1854782974
499	0.1854627217
500	0.1854019497
501	0.1853587376
502	0.1853454286
503	0.1852983347
504	0.1852614127
505	0.1852359352
506	0.1851636897
507	0.1851539345
508	0.1851293127
509	0.1850857198
510	0.1850647528
511	0.185051019
512	0.1850369259
513	0.1850173771
514	0.184993798
515	0.1849713324
516	0.1849643959
517	0.1849504648
518	0.184937201
519	0.1848952744
520	0.184833072
521	0.184768419
522	0.1847215748
523	0.1846907511
524	0.1846544298
525	0.1846256
526	0.1845482184
527	0.1845312665
528	0.1845151759
529	0.1845000757
530	0.1844536982
531	0.184421734
532	0.1843914327
533	0.1843195376
534	0.1842813531
535	0.1842722329
536	0.1842597819
537	0.1842009841
538	0.1841952736
539	0.1841826765
540	0.184124203
541	0.1841000585
542	0.1840325801
543	0.1840176611
544	0.1839601958
545	0.1839417426
546	0.1839217758
547	0.1838967454
548	0.1838519944
549	0.1838050484
550	0.1837943393
551	0.1837526644
552	0.1837274425
553	0.1837104057
554	0.1836389592
555	0.1836257934
556	0.1836191195
557	0.1835635477
558	0.1835474126
559	0.1834933153
560	0.1834311492
561	0.1833659999
562	0.1833495952
563	0.1833371421
564	0.1833023754
565	0.1832640815
566	0.1832065516
567	0.1831903167
568	0.1831735005
569	0.1831609064
570	0.1831049621
571	0.1830768508
572	0.1830609321
573	0.1830336404
574	0.1830124698
575	0.1829890071
576	0.1829683044
577	0.182954489
578	0.1828966241
579	0.1828883658
580	0.1828736941
581	0.1828610432
582	0.1828379479
583	0.1827839997
584	0.1827315204
585	0.1827234248
586	0.1827078696
587	0.1826928626
588	0.1826653877
589	0.1826025129
590	0.1825382349
591	0.1825061133
592	0.1824617939
593	0.1824265746
594	0.1824163622
595	0.182386393
596	0.1823727794
597	0.1823563206
598	0.1822929706
599	0.1822345841
600	0.182175482
601	0.18213228
602	0.1821094254
603	0.1820439109
604	0.1820274156
605	0.1819935002
606	0.1819817251
607	0.181937336
608	0.1818771568
609	0.1818394166
610	0.1817910826
611	0.1817756386
612	0.1817247696
613	0.1817084548
614	0.181645833
615	0.1816363748
616	0.1815776887
617	0.1815660573
618	0.1815517439
619	0.1814977468
620	0.1814641457
621	0.1814556093
622	0.1814066911
623	0.1813848909
624	0.1813714825
625	0.1813300091
626	0.1813106652
627	0.1812655267
628	0.1812552611
629	0.1812193431
630	0.1812056008
631	0.1811979348
632	0.1811727783
633	0.1811584167
634	0.1811446132
635	0.1811294667
636	0.1810742594
637	0.181026215
638	0.1810228466
639	0.1810086578
640	0.1809918715
641	0.1809718772
642	0.1809455359
643	0.1809264832
644	0.1809063457
645	0.1808963504
646	0.1808480969
647	0.1808031586
648	0.18078285
649	0.1807776377
650	0.1807625002
651	0.1807065869
652	0.1806731621
653	0.1806625622
654	0.1806562612
655	0.1806503809
656	0.1806234436
657	0.1806070054
658	0.1805932084
659	0.180564538
660	0.1805283853
661	0.1805116737
662	0.1804768495
663	0.1804625752
664	0.1804369327
665	0.1804080879
666	0.1803649944
667	0.1803554784
668	0.1803382355
669	0.1802994326
670	0.180281958
671	0.1802351759
672	0.1802105176
673	0.1801949845
674	0.180179632
675	0.1801376269
676	0.1800776518
677	0.1800283589
678	0.1800053391
679	0.1799609702
680	0.1799487482
681	0.1799228767
682	0.1799140038
683	0.1798962857
684	0.1798407423
685	0.1798318061
686	0.1798097152
687	0.1797934367
688	0.1797807948
689	0.179766538
690	0.1797487645
691	0.1797415062
692	0.1796800059
693	0.1796671578
694	0.179614987
695	0.1795887764
696	0.1795645436
697	0.1795352399
698	0.1795068666
699	0.1794981165
700	0.1794911124
701	0.1794797596
702	0.1794692182
703	0.1794459275
704	0.1793902051
705	0.1793813812
706	0.1793381708
707	0.1793282372
708	0.1792877072
709	0.1792644523
710	0.1792463107
711	0.1792317328
712	0.1792094326
713	0.1792020033
714	0.1791873672
715	0.1791605305
716	0.1791522959
717	0.1791368084
718	0.1791138594
719	0.1790489148
720	0.1790245698
721	0.1790035734
722	0.1789842713
723	0.1789664703
724	0.1789521084
725	0.1789417237
726	0.1788820099
727	0.1788657098
728	0.1788547286
729	0.1788399606
730	0.1787833631
731	0.178765975
732	0.1787435653
733	0.1787195343
734	0.1786851979
735	0.1786328067
736	0.1786152309
737	0.1785954798
738	0.1785883397
739	0.1785730944
740	0.1785379797
741	0.1785174219
742	0.1785102986
743	0.1784974012
744	0.1784774726
745	0.178465667
746	0.1784483202
747	0.1784386306
748	0.1784183423
749	0.1783999299
750	0.1783313302
751	0.1783016422
752	0.1782564173
753	0.1782141559
754	0.1781976775
755	0.1781799813
756	0.1781288496
757	0.178115016
758	0.1781078836
759	0.1780876521
760	0.1780768202
761	0.1780524003
762	0.1780257757
763	0.1779663428
764	0.1779556326
765	0.1779144818
766	0.1779021459
767	0.1778896897
768	0.1778785749
769	0.177862604
770	0.1778472529
771	0.177815617
772	0.1778045711
773	0.1777620411
774	0.1777469444
775	0.1777323755
776	0.1777139596
777	0.1776963463
778	0.1776798735
779	0.177672594
780	0.1776572383
781	0.177645187
782	0.1776248976
783	0.1775743706
784	0.177566188
785	0.1775543595
786	0.1775136225
787	0.1774953679
788	0.1774846347
789	0.1774583888
790	0.1774452015
791	0.1774112648
792	0.1774054476
793	0.1773925507
794	0.1773804904
795	0.1773599272
796	0.1773461624
797	0.1773121
798	0.1772684828
799	0.1772638861
800	0.1772531152
801	0.1772154017
802	0.1772063272
803	0.1771875118
804	0.1771730793
805	0.177160536
806	0.1771258382
807	0.1771222647
808	0.1771030839
809	0.1770858977
810	0.1770757155
811	0.1770560105
812	0.1770160865
813	0.1770107792
814	0.1769987132
815	0.1769668455
816	0.176958986
817	0.1769418561
818	0.1769125295
819	0.1768989872
820	0.1768465443
821	0.1768413086
822	0.1768324005
823	0.1768088893
824	0.1767791972
825	0.1767685697
826	0.1767253041
827	0.1766893234
828	0.1766450882
829	0.1766251328
830	0.1766060379
831	0.1765985465
832	0.1765936297
833	0.1765842306
834	0.1765568954
835	0.1765346529
836	0.1765167576
837	0.1764905639
838	0.1764769786
839	0.1764669471
840	0.1764485357
841	0.176415985
842	0.1763929345
843	0.176355057
844	0.1763256336
845	0.1763131956
846	0.176294666
847	0.1762907476
848	0.1762449801
849	0.1761959616
850	0.1761749831
851	0.1761360595
852	0.1761116746
853	0.1760720699
854	0.1760638279
855	0.1760301467
856	0.1760127876
857	0.1760019107
858	0.1759862596
859	0.1759635349
860	0.1759421566
861	0.1758959567
862	0.1758566022
863	0.1758459749
864	0.1758279531
865	0.1758106946
866	0.1757995935
867	0.1757798868
868	0.1757412117
869	0.1757174493
870	0.1757063586
871	0.1756758084
872	0.1756387363
873	0.1756268771
874	0.1756165342
875	0.1755888177
876	0.1755725628
877	0.1755591235
878	0.1755478098
879	0.1755426087
880	0.1755051026
881	0.1754529854
882	0.1754403839
883	0.1754079575
884	0.1753667148
885	0.1753513525
886	0.1752974268
887	0.1752397356
888	0.1751937437
889	0.1751829393
890	0.1751543508
891	0.1751204573
892	0.1751163789
893	0.1751029819
894	0.1750949047
895	0.1750854297
896	0.1750388252
897	0.1750319011
898	0.1750047467
899	0.174993716
900	0.1749815395
901	0.1749689621
902	0.1749425164
903	0.1749085873
904	0.174869575
905	0.1748418694
906	0.1748141656
907	0.1748075582
908	0.1747951839
909	0.1747753063
910	0.17474797
911	0.1747353288
912	0.174726504
913	0.1746912474
914	0.1746813076
915	0.1746624168
916	0.1746562963
917	0.1746214932
918	0.1745997405
919	0.1745751627
920	0.1745548528
921	0.1745469217
922	0.174540545
923	0.174531145
924	0.1745254682
925	0.1745171734
926	0.1745029262
927	0.1744825467
928	0.174467171
929	0.1744589412
930	0.1744488495
931	0.1744426892
932	0.1744318834
933	0.1744139741
934	0.1743791908
935	0.1743627604
936	0.1743515347
937	0.1743404605
938	0.1743279213
939	0.1743194672
940	0.1743076605
941	0.174275232
942	0.1742442364
943	0.1742330023
944	0.1742025571
945	0.1741609386
946	0.1741487203
947	0.1741400247
948	0.1741316943
949	0.1741189637
950	0.174111345
951	0.1740710773
952	0.1740427884
953	0.1740277367
954	0.1740201333
955	0.1739896094
956	0.1739545344
957	0.1739324048
958	0.1738703518
959	0.1738241943
960	0.173805801
961	0.1737767904
962	0.1737487068
963	0.1737423961
964	0.1737179716
965	0.1736918295
966	0.1736780832
967	0.1736409796
968	0.1736286142
969	0.1736210071
970	0.1736131207
971	0.1736048673
972	0.1735930055
973	0.1735800895
974	0.1735489075
975	0.1735239985
976	0.1734902918
977	0.1734770917
978	0.1734514826
979	0.1734380344
980	0.1734092954
981	0.1733679302
982	0.1733568512
983	0.1733504454
984	0.1733383533
985	0.1733237596
986	0.1733035149
987	0.173277157
988	0.1732707084
989	0.173263372
990	0.1732562952
991	0.1732407634
992	0.1732158764
993	0.1731739183
994	0.1731351106
995	0.1731285765
996	0.1731144271
997	0.1730741767
998	0.173065374
999	0.1730334783
1000	0.1730007346
1001	0.1729737191
1002	0.1729582578
1003	0.1729531703
1004	0.1729248792
1005	0.1728998143
1006	0.1728822825
1007	0.1728716127
1008	0.1728572484
1009	0.1728341218
1010	0.1728089879
1011	0.1727916928
1012	0.1727609965
1013	0.1727515896
1014	0.1727450256
1015	0.1727195073
1016	0.1726910046
1017	0.172671948
1018	0.1726546452
1019	0.172639003
1020	0.1726263648
1021	0.1726174721
1022	0.172579743
1023	0.1725612878
1024	0.1725517995
1025	0.1725359528
1026	0.1725281203
1027	0.1725169026
1028	0.1725131594
1029	0.1724815762
1030	0.1724501483
1031	0.1724413571
1032	0.1724335185
1033	0.1723878407
1034	0.1723836124
1035	0.1723673014
1036	0.1723572854
1037	0.1723336396
1038	0.1723275407
1039	0.1722866845
1040	0.1722496732
1041	0.1722435657
1042	0.1722281925
1043	0.1721960013
1044	0.1721618639
1045	0.1721440053
1046	0.1721334837
1047	0.1721233369
1048	0.1721144303
1049	0.1721075638
1050	0.1720991871
1051	0.1720932084
1052	0.1720834097
1053	0.1720756865
1054	0.1720372611
1055	0.1719949189
1056	0.1719860094
1057	0.1719793189
1058	0.171966484
1059	0.1719506059
1060	0.1719380279
1061	0.1719299221
1062	0.1718913984
1063	0.1718597195
1064	0.1718521887
1065	0.1718411423
1066	0.1718013778
1067	0.1717936542
1068	0.1717550109
1069	0.1717039481
1070	0.1716895228
1071	0.1716628471
1072	0.1716253792
1073	0.171601425
1074	0.1715882759
1075	0.1715563577
1076	0.1715468115
1077	0.1715281593
1078	0.1715111895
1079	0.1714776921
1080	0.1714674175
1081	0.1714322478
1082	0.1714124997
1083	0.1714019493
1084	0.1713875858
1085	0.171375929
1086	0.1713578379
1087	0.1713498607
1088	0.1713245632
1089	0.1712877605
1090	0.1712653921
1091	0.1712605708
1092	0.1712125816
1093	0.1711758627
1094	0.1711674354
1095	0.1711267377
1096	0.1711177705
1097	0.1711070926
1098	0.1710985234
1099	0.1710673079
1100	0.1710301303
1101	0.1710010731
1102	0.1709931386
1103	0.1709797496
1104	0.1709523439
1105	0.1709429759
1106	0.1709337021
1107	0.1709197917
1108	0.1709131078
1109	0.1708730841
1110	0.1708566384
1111	0.1708391147
1112	0.1708226262
1113	0.1708134676
1114	0.1707897744
1115	0.1707784036
1116	0.1707507738
1117	0.1707386898
1118	0.1707050939
1119	0.1706931889
1120	0.1706707604
1121	0.1706583449
1122	0.1706524514
1123	0.1706357163
1124	0.1706297342
1125	0.1706221944
1126	0.1705812718
1127	0.170569547
1128	0.1705640005
1129	0.170530803
1130	0.1704965177
1131	0.170487912
1132	0.1704538874
1133	0.1704376959
1134	0.1704187971
1135	0.170386478
1136	0.1703619669
1137	0.1703515217
1138	0.1703379544
1139	0.1703082401
1140	0.1703025436
1141	0.1702715965
1142	0.1702514798
1143	0.17022161
1144	0.170211323
1145	0.1701878763
1146	0.1701633739
1147	0.170160203
1148	0.170155408
1149	0.1701365009
1150	0.1701081081
1151	0.170102668
1152	0.1700852648
1153	0.1700583733
1154	0.1700485612
1155	0.1700421341
1156	0.1700293485
1157	0.1700227955
1158	0.1700149465
1159	0.1700051542
1160	0.1699683277
1161	0.1699599489
1162	0.1699219206
1163	0.1699154567
1164	0.1699036847
1165	0.1698922294
1166	0.1698709135
1167	0.1698614214
1168	0.1698569454
1169	0.1698415611
1170	0.1698366867
1171	0.1698295422
1172	0.1698224268
1173	0.1698139639
1174	0.1697860615
1175	0.1697681514
1176	0.1697537
1177	0.1697473892
1178	0.1696961415
1179	0.1696799041
1180	0.169667183
1181	0.1696505601
1182	0.1696433856
1183	0.1696247462
1184	0.1696126937
1185	0.1696023268
1186	0.1695967173
1187	0.1695773863
1188	0.1695705633
1189	0.1695623975
1190	0.1695443739
1191	0.1695344175
1192	0.1695193785
1193	0.1695164618
1194	0.1694923619
1195	0.1694641904
1196	0.1694527594
1197	0.1694417446
1198	0.1694346661
1199	0.1694274366
1200	0.1694026806
1201	0.169395501
1202	0.1693873682
1203	0.1693755175
1204	0.1693623747
1205	0.1693556424
1206	0.1693282886
1207	0.1693056943
1208	0.1692976062
1209	0.1692716791
1210	0.1692653616
1211	0.1692526054
1212	0.1692396213
1213	0.1692292075
1214	0.1692224772
1215	0.1692140075
1216	0.1691889718
1217	0.1691653576
1218	0.1691597037
1219	0.1691430244
1220	0.1691287752
1221	0.1691177646
1222	0.1691073792
1223	0.1690992493
1224	0.1690949765
1225	0.1690709914
1226	0.1690547821
1227	0.1690461451
1228	0.1690268774
1229	0.1690148672
1230	0.1689997411
1231	0.1689906911
1232	0.1689829884
1233	0.1689782945
1234	0.1689615635
1235	0.168941113
1236	0.1689265711
1237	0.1689192602
1238	0.1689090037
1239	0.1688910085
1240	0.1688721588
1241	0.1688532265
1242	0.1688295984
1243	0.1688173045
1244	0.1687892091
1245	0.1687765818
1246	0.1687685271
1247	0.168760774
1248	0.1687488345
1249	0.1687283934
1250	0.1687210257
1251	0.1686850886
1252	0.1686734413
1253	0.1686617861
1254	0.1686411231
1255	0.1686351371
1256	0.1686277394
1257	0.1686125667
1258	0.1686074413
1259	0.1685979422
1260	0.1685880466
1261	0.1685726823
1262	0.1685660591
1263	0.1685424695
1264	0.1685193837
1265	0.1685020036
1266	0.1684941797
1267	0.1684864878
1268	0.1684763689
1269	0.1684566561
1270	0.1684359773
1271	0.1684115826
1272	0.1683853219
1273	0.1683713649
1274	0.1683648873
1275	0.1683535392
1276	0.1683280695
1277	0.1683036401
1278	0.168289882
1279	0.1682684594
1280	0.1682558607
1281	0.1682437808
1282	0.1682361304
1283	0.1682239795
1284	0.1681829624
1285	0.1681707927
1286	0.1681580561
1287	0.1681385972
1288	0.1681217831
1289	0.1680984734
1290	0.1680943153
1291	0.1680853734
1292	0.1680712868
1293	0.1680628653
1294	0.1680412517
1295	0.1680292352
1296	0.1679921367
1297	0.1679864409
1298	0.1679542705
1299	0.1679432363
1300	0.1679288263
1301	0.1679000818
1302	0.1678793854
1303	0.1678725791
1304	0.1678671513
1305	0.1678552322
1306	0.167811985
1307	0.1677918913
1308	0.1677800097
1309	0.1677715318
1310	0.1677311772
1311	0.1677230153
1312	0.1677176068
1313	0.1677126737
1314	0.1677028512
1315	0.1676801385
1316	0.167670351
1317	0.1676549102
1318	0.1676413627
1319	0.1676320035
1320	0.1676243817
1321	0.167617348
1322	0.1676061629
1323	0.1675997541
1324	0.1675885673
1325	0.1675683402
1326	0.1675408054
1327	0.1675356147
1328	0.1675158208
1329	0.1675100378
1330	0.1675034221
1331	0.1674955353
1332	0.1674778711
1333	0.1674355466
1334	0.1674294812
1335	0.1674088801
1336	0.1673993356
1337	0.1673881034
1338	0.1673632946
1339	0.1673514694
1340	0.167348038
1341	0.1673200268
1342	0.1672891864
1343	0.1672672993
1344	0.1672595854
1345	0.1672347785
1346	0.1672270516
1347	0.1671992439
1348	0.1671677104
1349	0.1671622263
1350	0.1671467963
1351	0.1671296933
1352	0.1671023515
1353	0.1670745761
1354	0.1670416845
1355	0.1670168564
1356	0.1670030287
1357	0.1669821634
1358	0.1669739291
1359	0.1669627473
1360	0.1669462746
1361	0.1669386503
1362	0.166922059
1363	0.166919152
1364	0.1669166095
1365	0.166890323
1366	0.1668826314
1367	0.1668797623
1368	0.1668694791
1369	0.1668633947
1370	0.1668508326
1371	0.1668343984
1372	0.1668257951
1373	0.1668123183
1374	0.1668080001
1375	0.1667988484
1376	0.1667641537
1377	0.1667570612
1378	0.1667379683
1379	0.1667346638
1380	0.1667040709
1381	0.16669648
1382	0.1666875032
1383	0.1666758005
1384	0.1666598994
1385	0.1666505444
1386	0.1666363986
1387	0.1666322174
1388	0.1666064664
1389	0.1665918869
1390	0.1665773414
1391	0.1665706335
1392	0.1665604792
1393	0.1665521659
1394	0.1665477155
1395	0.1665437769
1396	0.1665385087
1397	0.1665222789
1398	0.1665172551
1399	0.166510601
1400	0.1664993507
1401	0.1664806245
1402	0.1664592531
1403	0.166451069
1404	0.1664366463
1405	0.1664244601
1406	0.1664009428
1407	0.1663816199
1408	0.1663561123
1409	0.1663350075
1410	0.1663076151
1411	0.1662944792
1412	0.1662782781
1413	0.1662708919
1414	0.1662646159
1415	0.1662590854
1416	0.1662279138
1417	0.1662210654
1418	0.1661900556
1419	0.1661805824
1420	0.1661634268
1421	0.16615173
1422	0.1661458821
1423	0.1661348594
1424	0.1661254699
1425	0.1661199951
1426	0.1660839212
1427	0.1660772525
1428	0.1660569053
1429	0.1660443156
1430	0.1660260342
1431	0.1660200156
1432	0.1660005209
1433	0.165983955
1434	0.1659712839
1435	0.1659611772
1436	0.1659348127
1437	0.1659102943
1438	0.1658982333
1439	0.1658808357
1440	0.1658708928
1441	0.1658367499
1442	0.1658297231
1443	0.1658078824
1444	0.1657983162
1445	0.1657813055
1446	0.1657710944
1447	0.1657489564
1448	0.1657222589
1449	0.1657126766
1450	0.1657060355
1451	0.1656984423
1452	0.1656920309
1453	0.165667831
1454	0.1656512696
1455	0.1656253249
1456	0.1656146111
1457	0.1656068993
1458	0.1655941774
1459	0.1655603288
1460	0.1655552446
1461	0.1655421926
1462	0.1655315243
1463	0.165505172
1464	0.1654899003
1465	0.1654815678
1466	0.165464282
1467	0.1654533188
1468	0.1654399711
1469	0.1654270261
1470	0.1654224876
1471	0.1654175077
1472	0.1654043125
1473	0.1653968327
1474	0.1653816705
1475	0.1653774267
1476	0.1653490455
1477	0.1653362162
1478	0.1653127444
1479	0.1653079739
1480	0.1652998894
1481	0.165286262
1482	0.1652754858
1483	0.1652687323
1484	0.1652516955
1485	0.16523934
1486	0.1652348382
1487	0.1652092793
1488	0.1652032393
1489	0.1651798736
1490	0.1651722717
1491	0.165164589
1492	0.1651350273
1493	0.1651253949
1494	0.1651182609
1495	0.1651082939
1496	0.1650921107
1497	0.1650750373
1498	0.1650456256
1499	0.1650254304
1500	0.1650009018
1501	0.1649934319
1502	0.164974721
1503	0.1649589796
1504	0.1649550859
1505	0.164936441
1506	0.1649262332
1507	0.1649094654
1508	0.1648997837
1509	0.1648922126
